% Model,2DPnC_unit_cell.mph
% Version,COMSOL 6.2.0.415
% Date,"May 8 2025, 10:35"
% Table,Eigenfrequencies (Study 1) - 
% k,Eigenfrequency (kHz),Angular frequency (rad/s),Damping ratio (1),Quality factor (1)
0.2,63.55335777602923-1.1634551816630772E-12i,399317.52380027436-7.310204502987402E-9i,-1.8306746053658614E-14,-2.7312336039100445E13
0.2,63.985582771578514-6.383435900222331E-13i,402033.2735417054-4.010831065759964E-9i,-9.976365962017559E-15,-5.011845013541214E13
0.2,65.6863653407777-5.741222977853223E-13i,412719.6055912049-3.6073167859689196E-9i,-8.740357223402503E-15,-5.720589985283882E13
0.2,68.86500243075628+2.5150027672902075E-11i,432691.57145181426+1.5802228434953832E-7i,3.652076785765079E-13,1.3690840289801143E12
0.2,73.03017442292418-2.2857779142339996E-9i,458862.11891487957-1.4361966206190667E-5i,-3.129908879851304E-11,-1.5974905953931606E10
0.2,75.61227762693055-1.3811131146538496E-9i,475085.95182791376-8.677789629546103E-6i,-1.8265725593775046E-11,-2.7373673026731544E10
0.25,4.94373927387316-3.2247812829653765E-14i,31062.429968126515-2.0261898375995788E-10i,-6.522959857547119E-15,-7.66523190268442E13
0.25,8.764315269679253+3.177150949919737E-14i,55067.81692993837+1.9962628167227357E-10i,3.62509888355033E-15,1.3792727207217936E14
0.25,17.555006554913096+1.836510179586486E-14i,110301.3592532713+1.1539133776863551E-10i,1.0461461087136447E-15,4.779447113891259E14
0.25,30.443690863712863-4.7429537001914475E-15i,191283.35113119805-2.980085700167595E-11i,-1.557943063285003E-16,-3.2093599039859925E15
0.25,30.570969796328164+1.3241729002811108E-14i,192083.06825052004+8.320023711211655E-11i,4.331471684094743E-16,1.1543420723169235E15
0.25,36.973143067684134+1.2264666821583842E-14i,232309.1092831217+7.706117437082855E-11i,3.317182636902624E-16,1.5073031989184308E15
0.25,38.48277540014956,241794.40897371175,1.0933417636987803E-16,4.573135469631176E15
0.25,41.91671666466537,263370.49827263516,-1.0992878693759588E-16,-4.548399140289239E15
0.25,59.590272022444076+1.793096456589163E-14i,374416.72162225534+1.1266357310396806E-10i,3.0090422408439606E-16,1.661658295164918E15
0.25,63.495181939877384-3.9306902633228565E-13i,398951.99424133217-2.469725530958403E-9i,-6.19053311327585E-15,-8.076848808509394E13
0.25,64.19871385856604-8.106840508084369E-13i,403372.41565596865-5.0936781168044E-9i,-1.2627730402737144E-14,-3.959539711836275E13
0.25,65.43019890672119+3.0702352597648576E-13i,411110.06441654835+1.9290857073739254E-9i,4.6923825864290226E-15,1.065556763095287E14
0.25,68.93136363334102+2.823435375678799E-11i,433108.5311848616+1.7740167668236104E-7i,4.096009750651657E-13,1.220700219086276E12
0.25,72.17037213327278-2.2092683682814696E-9i,453459.82180146256-1.388124255120275E-5i,-3.0611846703544E-11,-1.633354579493938E10
0.25,75.54206543221478-4.064217248221417E-9i,474644.79559769086-2.5536230099210655E-5i,-5.380071652751287E-11,-9.293556522510395E9
0.30000000000000004,5.921713674427665+1.708271604209061E-14i,37207.224352488345+1.0733387044238473E-10i,2.8847588690180395E-15,1.733247119438437E14
0.30000000000000004,10.470152528073678-3.976223349684971E-15i,65785.90852832173-2.4983348128805005E-11i,-3.797674712974335E-16,-1.316595121461576E15
0.30000000000000004,17.69688944654964+2.8627465612249965E-15i,111192.83575334218+1.7987167131667783E-11i,1.6176552212022467E-16,3.0908934947732455E15
0.30000000000000004,30.363943962630675-4.412635255901929E-15i,190782.28657402535-2.7725405005825634E-11i,-1.453248386089969E-16,-3.4405680734679685E15
0.30000000000000004,30.55127597284549-3.149845473262009E-14i,191959.3283081715-1.9791062797485983E-10i,-1.031002919832758E-15,-4.8496467893719106E14
0.30000000000000004,36.46517507340543+1.9573564419388306E-14i,229117.4522449523+1.2298433236903372E-10i,5.367741791993639E-16,9.314904095159436E14
0.30000000000000004,38.52816471799568,242079.59846870537,-5.588816578313488E-17,-8.946437819057621E15
0.30000000000000004,41.933049331971006-8.544626890983616E-15i,263473.119447877-5.3687474136759845E-11i,-2.0376831704602358E-16,-2.4537671373468175E15
0.30000000000000004,59.75485587282667,375450.8324527783,1.0277927450674E-16,4.864794019996816E15
0.30000000000000004,63.372332362829354-5.719977894594313E-14i,398180.1075838308-3.5939681064707013E-10i,-9.025986075193488E-16,-5.539560950289651E14
0.30000000000000004,64.45665230775475+1.225422559375144E-12i,404993.0907300678+7.699557020152309E-9i,1.9011576237689808E-14,2.6299765666392613E13
0.30000000000000004,65.13287493484287-1.092079282868432E-12i,409241.9228049703-6.861736504394152E-9i,-1.6766944249903264E-14,-2.982057985925997E13
0.30000000000000004,69.00913522549693-1.9396235908842044E-11i,433597.1845100116-1.218701444770254E-7i,-2.81067656411896E-13,-1.7789311170946877E12
0.30000000000000004,71.3630954389725-2.2529216457226857E-9i,448387.5527370065-1.4155524182631631E-5i,-3.156984197314303E-11,-1.5837899994094301E10
0.30000000000000004,75.45580732938721-6.12190245081581E-10i,474102.81995337945-3.846504753095259E-6i,-8.113229011110929E-12,-6.162774393712523E10
0.35000000000000003,6.893230228553497-4.261577406797137E-15i,43311.44289105351-2.6776280547796255E-11i,-6.182264722777733E-16,-8.087651086143504E14
0.35000000000000003,12.14812035811814-2.1799340066001384E-14i,76328.89134397711-1.3696929320891115E-10i,-1.79446197628703E-15,-2.7863504861471822E14
0.35000000000000003,17.853602056801744-4.6594280517195145E-15i,112177.49012352797-2.9276049874424453E-11i,-2.609797192127062E-16,-1.915857682383684E15
0.35000000000000003,30.264658655387862-6.381142389839398E-15i,190158.4585903385-4.009390010685973E-11i,-2.108446839760869E-16,-2.371413832073223E15
0.35000000000000003,30.526465261118613-2.6529577795054317E-14i,191803.43800878854-1.6669025340756309E-10i,-8.690681206659354E-16,-5.753288932251572E14
0.35000000000000003,35.925581063679864+1.391969796061921E-14i,225727.08309120248+8.746004170654027E-11i,3.8745922956530217E-16,1.290458354962816E15
0.35000000000000003,38.58665668069191-4.738632206302731E-15i,242447.1143093064-2.9773704254769306E-11i,-1.2280494383111094E-16,-4.071497322515219E15
0.35000000000000003,41.926088190039046-2.0847496817377252E-14i,263429.3813031689-1.3098868569441793E-10i,-4.972440243621459E-16,-1.0055425012726688E15
0.35000000000000003,59.92889792643654,376544.37092685123,8.503867871343997E-17,5.879677431076752E15
0.35000000000000003,63.12105053308785+3.085207600492648E-13i,396601.25728323776+1.9384931065014193E-9i,4.8877633918266174E-15,1.022962774417654E14
0.35000000000000003,64.7563866306268+3.809090135288765E-11i,406876.377023595+2.393321917176907E-7i,5.882184497130726E-13,8.500243408616224E11
0.35000000000000003,64.84457362634994-1.56985966749679E-11i,407430.4722594068-9.863719197149663E-8i,-2.4209576525904854E-13,-2.065298413894136E12
0.35000000000000003,69.0964321779663-4.7342925241089573E-11i,434145.68743912864-2.9746437227371557E-7i,-6.851717773090235E-13,-7.297440095441816E11
0.35000000000000003,70.63513131620716-1.3923646094939534E-9i,443813.6192566935-8.74848485660925E-6i,-1.971206938457941E-11,-2.536517045699656E10
0.35000000000000003,75.35344131822359+7.394285760591722E-11i,473459.6353360816+4.645966764803714E-7i,9.812804340766687E-13,5.095383364802058E11
0.4,7.856683066208073-4.738418738018985E-15i,49364.99560476522-2.977236299398533E-11i,-6.031067688601473E-16,-8.29040604112244E14
0.4,13.791620905072207+8.417625306746047E-15i,86655.30983294052+5.2889499648689815E-11i,6.103434371263974E-16,8.192109058370261E14
0.4,18.019729138383305+7.462896250858755E-15i,113221.29736164583+4.6890760072401347E-11i,4.1415141113093957E-16,1.2072879303601318E15
0.4,30.142657549110357-7.145138251997796E-15i,189391.90303191604-4.489422768271938E-11i,-2.3704407086058937E-16,-2.1093124083835892E15
0.4,30.49564145341654,191609.76631312352,-3.985831956925093E-17,-1.2544432515055894E16
0.4,35.36992286190711+1.3806134933150155E-14i,222235.77964201014+8.674650416090787E-11i,3.903354549867893E-16,1.280949484890944E15
0.4,38.660750850541355,242912.66170865216,7.857816260515411E-17,6.363091009297842E15
0.4,41.89626802136162-1.739734890097125E-14i,263242.01565747726-1.0931076699845947E-10i,-4.1524817657030635E-16,-1.2040992067194402E15
0.4,60.1061493508072+1.397569263743667E-14i,377658.07447213365+8.781186663720001E-11i,2.3251685207561848E-16,2.1503817703389145E15
0.4,62.66788081552869+1.6977787587665125E-13i,393753.9079722113+1.0667458551923345E-9i,2.7091689341852037E-15,1.8455844288291956E14
0.4,64.63384710274617+2.855580925795752E-12i,406106.43846246664+1.794214411642215E-8i,4.4180890567388545E-14,1.1317110035103445E13
0.4,65.0938225683953-1.1324990619320049E-11i,408996.54954989627-7.115701466325837E-8i,-1.7397949870620472E-13,-2.8739018316424673E12
0.4,69.19110058202796-1.0796677826280132E-10i,434740.50656458293-6.783752748443496E-7i,-1.5604142347006569E-12,-3.204277357133427E11
0.4,70.00209855918702-7.529660450168855E-10i,439836.15713882115-4.731025190855218E-6i,-1.0756335317294097E-11,-4.6484233268192856E10
0.4,75.23507904228175+3.3704313393470414E-10i,472715.9432229595+2.1177044670242945E-6i,4.4798668151234014E-12,1.1161046089854059E11
0.45,8.810168606267531-8.124467966716776E-15i,55355.921940675005-5.104753775712606E-11i,-9.2216940785186E-16,-5.421997257149539E14
0.45,15.393059168303333+6.4952409986225E-15i,96717.44319882953+4.0810802809135354E-11i,4.219590743857593E-16,1.1849490397329265E15
0.45,18.189015514555035+9.435771926033856E-15i,114284.95503311373+5.928670352755355E-11i,5.187621022415015E-16,9.638329358285176E14
0.45,29.99390546070462-8.197680096912913E-15i,188457.26609563283-5.150754313788174E-11i,-2.7331152682510097E-16,-1.8294142431832478E15
0.45,30.457667853767504+5.55060422899304E-15i,191371.17114974797+3.4875474937577945E-11i,1.8223996189210693E-16,2.7436353410566405E15
0.45,34.8136845773585+1.2785762777569169E-14i,218740.8314252435+8.033531682510625E-11i,3.672625558825377E-16,1.3614238424020442E15
0.45,38.75332081646609+4.358948984045883E-15i,243494.29595843653+2.738808421130247E-11i,1.1247936672807113E-16,4.4452597355814995E15
0.45,41.84597321957363-9.834171895999547E-15i,262926.0040978555-6.178992436522276E-11i,-2.350087986817229E-16,-2.127579915325468E15
0.45,60.28137797144051+7.689569429634191E-15i,378759.0683666942+4.8314989658814865E-11i,1.2756127494758457E-16,3.9196848746255625E15
0.45,61.997412423781775+3.250689644489528E-14i,389541.23082425876+2.0424685412457438E-10i,5.243266641951957E-16,9.536039918310554E14
0.45,64.52499394168422+1.4812527954045765E-12i,405422.49388024205+9.306985800304724E-9i,2.295626399815379E-14,2.1780547568202367E13
0.45,65.46285933220402-6.690655911337782E-12i,411315.2759220683-4.20386309175118E-8i,-1.0220537232241487E-13,-4.892110743677062E12
0.45,69.290216793532-3.95785566446167E-10i,435363.2720884084-2.486794055888306E-6i,-5.711997808081793E-12,-8.75350475962298E10
0.45,69.46662071265385-1.863971044368554E-9i,436471.6506011638-1.1711675478984687E-5i,-2.6832614358467248E-11,-1.8634039654888157E10
0.45,75.10109974433296+4.4234829931885513E-10i,471874.1264666214+2.7793563349361084E-6i,5.890037573680594E-12,8.488910193616264E10
0.5,9.751398381699973-7.72177305368598E-15i,61269.84303635207-4.851733099629499E-11i,-7.918631514611377E-16,-6.314222338511461E14
0.5,16.943660620151974+3.0125827996543137E-15i,106460.15945837622+1.8928615983449927E-11i,1.7779999654096548E-16,2.81214853614915E15
0.5,18.354315662159788+9.993673714191227E-15i,115323.56649181854+6.279210384575316E-11i,5.444863158147979E-16,9.1829672386123E14
0.5,29.813711757702343-8.40890148997089E-15i,187325.07566848263-5.283468629130563E-11i,-2.8204812464514617E-16,-1.7727471176384035E15
0.5,30.411122071566528,191078.7153749116,-6.324190309542819E-17,-7.906150440247353E15
0.5,34.2727392514782+1.43147543425006E-14i,215341.9717016849+8.994225416068495E-11i,4.176717313858477E-16,1.1971123789991355E15
0.5,38.867508497930714,244211.75832087596,8.362752597666694E-17,5.978892645221932E15
0.5,41.77881574205873-1.0417476318888009E-14i,262504.0412218666-6.545493414472841E-11i,-2.4934829132556613E-16,-2.0052272960922998E15
0.5,60.45043908724211+1.2923226611909127E-14i,379821.3106855142+8.119902756929965E-11i,2.1378217936942226E-16,2.338829183399728E15
0.5,61.15651123799432+1.2058437350999742E-14i,384257.6928489292+7.576539639134711E-11i,1.9717340160352822E-16,2.5358389921445315E15
0.5,64.49173386354629-1.1285575215458662E-12i,405213.51464597014-7.090936037683995E-9i,-1.7499258493091613E-14,-2.857263924625097E13
0.5,65.85650682000457-2.8681408991680365E-13i,413788.6360336249-1.8021060756573454E-9i,-4.3551367019922325E-15,-1.1480695881974906E14
0.5,69.01625669411487-1.9742803054886442E-10i,433641.9300169973-1.2404769007700274E-6i,-2.86060183507025E-12,-1.74788393781381E11
0.5,69.39428710609131+3.164273694778128E-12i,436017.16514719476+1.9881717986924794E-8i,4.559847541830822E-14,1.0965278891742186E13
0.5,74.95226347007917-3.499179812669197E-10i,470938.96057505463-2.1985995186142515E-6i,-4.668544551781367E-12,-1.0709975977614178E11
0.55,10.677587267153024-3.1655884885796986E-15i,67089.25943310371-1.9889979080020796E-11i,-2.9647039254999627E-16,-1.6865090496875868E15
0.55,18.43328171550452+4.369643954195086E-15i,115819.72483796011+2.7455282690604678E-11i,2.370518728913968E-16,2.1092429850958E15
0.55,18.507550574503753+6.710190832404375E-15i,116286.36984160508+4.216137244653432E-11i,3.625650409756774E-16,1.379062908697649E15
0.55,29.597516334685974-8.374468801454095E-15i,185966.67976310672-5.261833932873021E-11i,-2.829449845303362E-16,-1.7671279836606968E15
0.55,30.354252659805756-3.458692908945729E-15i,190721.3943225084-2.1731608467534024E-11i,-1.1394426170556432E-16,-4.3881104016630195E15
0.55,33.76314118595728+1.1617100357026212E-14i,212140.07262383675+7.299239427529782E-11i,3.4407640844323987E-16,1.4531655984850292E15
0.55,39.006490037467756,245085.0050880643,2.930029726551988E-17,1.7064673285359186E16
0.55,41.69911596553613-8.468372223231153E-15i,262003.27275703428-5.3208351928733707E-11i,-2.0308277590897063E-16,-2.4620502539522055E15
0.55,60.202376490334736,378262.68742136494,-1.2669264688311744E-17,-3.9465589542957768E16
0.55,60.61016800775524,380824.91709201393,-8.017848705516173E-18,-6.2360867405243832E16
0.55,64.50458342383816-1.6785032432404806E-12i,405294.25081439974-1.0546346915981871E-8i,-2.6021456990297795E-14,-1.9214911762489973E13
0.55,66.26656038626031+3.0240168975078148E-12i,416365.0785762795+1.9000458539083897E-8i,4.563413099881994E-14,1.0956711326724498E13
0.55,68.63983599404628-3.5442480982428034E-11i,431276.80900500814-2.2269167575878374E-7i,-5.163543949245779E-13,-9.68327189454896E11
0.55,69.49677390957926-6.77819233049062E-11i,436661.10872505006-4.2588638460176013E-7i,-9.7532474519027E-13,-5.126497635435859E11
0.55,74.78985044122109-2.8942700556571538E-9i,469918.48941843904-1.8185235088714872E-5i,-3.8698700941136677E-11,-1.2920330342884987E10
0.6000000000000001,11.585309131728438-5.053076819686453E-15i,72792.64411560961-3.174941802950367E-11i,-4.361624504129717E-16,-1.146361864774432E15
0.6000000000000001,18.639467376489144+1.0430235767270372E-14i,117115.22755360983+6.55351041233322E-11i,5.595779941881027E-16,8.935304911792592E14
0.6000000000000001,19.85046838142228+2.8163201850441852E-15i,124724.17127478542+1.7695461606982918E-11i,1.4187676234783114E-16,3.524185298041822E15
0.6000000000000001,29.34261342676005-7.483612159005727E-15i,184365.0775572692-4.702092196209529E-11i,-2.550424548135436E-16,-1.9604579181357862E15
0.6000000000000001,30.28495430876968-6.783830459375978E-15i,190285.97994146677-4.262406386874849E-11i,-2.2400002292265534E-16,-2.2321426287203742E15
0.6000000000000001,33.29992810413269+1.3303908704228507E-14i,209229.6189940231+8.359092369846716E-11i,3.995176404773506E-16,1.2515091934428512E15
0.6000000000000001,39.173024023609265,246131.36898293468,5.867983579489073E-17,8.520814573300752E15
0.6000000000000001,41.61153074453616-5.494499885761937E-15i,261452.95858332125-3.4522960952519313E-11i,-1.3204272439517011E-16,-3.7866531631355E15
0.6000000000000001,59.1828999190996,371857.1272079665,-2.1533797734921507E-17,-2.3219313478975732E16
0.6000000000000001,60.75816484615223+6.767448583877205E-15i,381754.808652539+4.252113350931055E-11i,1.113833605905196E-16,4.489000846707777E15
0.6000000000000001,64.54544721092135-1.3865488938397826E-12i,405551.00556099665-8.71194363746023E-9i,-2.1481745866735163E-14,-2.3275575602738055E13
0.6000000000000001,66.68396286960574+1.5770533165909055E-11i,418987.69572681584+9.908918227442813E-8i,2.364966400804172E-13,2.1141949409090222E12
0.6000000000000001,68.32017146915858+1.747330618400267E-10i,429268.29755900713+1.0978802068317579E-6i,2.5575618164088704E-12,1.9549869598149582E11
0.6000000000000001,69.59703052260772-3.331079328710964E-11i,437291.03960297804-2.0929788695206367E-7i,-4.786237722640917E-13,-1.0446618596372465E12
0.6000000000000001,74.6158381444441-3.577181022995037E-9i,468825.13791206124-2.2476091244804057E-5i,-4.7941309941063696E-11,-1.0429418816771412E10
0.65,12.470309348051355+3.019320826998371E-15i,78353.26447166051+1.897095225785748E-11i,2.4212076402661E-16,2.0650851735502045E15
0.65,18.739925869593637+1.3303022010130701E-14i,117746.42688146538+8.358535243513986E-11i,7.098759142753839E-16,7.043484501236844E14
0.65,21.182120041848396+1.1556119704395616E-14i,133091.1854218561+7.260924153466704E-11i,5.455601083161081E-16,9.164892967399484E14
0.65,29.0507748157609-6.354734986939105E-15i,182531.40148457163-3.992797750095584E-11i,-2.1874580031825777E-16,-2.285758168945597E15
0.65,30.20079986177776,189757.2219565933,-6.829738290963607E-17,-7.320924736772821E15
0.65,32.89497524128221+1.1011714060725254E-14i,206685.22511606067+6.918863999321178E-11i,3.347536813739833E-16,1.4936355530065262E15
0.65,39.368661102580106,247360.59300306378,9.624725387580512E-17,5.194953412854632E15
0.65,41.52078192351565,260882.7669244413,9.190607672301055E-17,5.440336676615147E15
0.65,58.138040037961176,365292.0789547362,1.0096511599155095E-17,4.9522054730451792E16
0.65,60.892594164479256,382599.45297030546,7.655300321299058E-17,6.53142240035794E15
0.65,64.60389518015035+3.540695841371242E-12i,405918.2449824907+2.2246848087695652E-8i,5.480622850213414E-14,9.123050676266295E12
0.65,67.09893717775076+6.361387635973789E-11i,421595.0562026096+3.996977732762439E-7i,9.480608640822337E-13,5.2739230037095026E11
0.65,68.04519172202171+2.616125390261191E-10i,427540.54885202483+1.6437600613828575E-6i,3.844688102207999E-12,1.3004956103275342E11
0.65,69.692338280343-1.0113018073727689E-11i,437889.87590604054-6.354196657208741E-8i,-1.4510946717051255E-13,-3.445674563827522E12
0.65,74.43313281572195-3.3979828177226477E-9i,467677.1664750908-2.1350155714363628E-5i,-4.5651481929898267E-11,-1.0952546968087313E10
0.7000000000000001,13.327258643362317-2.2023073293367326E-14i,83737.63569295625-1.3837505053582471E-10i,-1.6524833713147743E-15,-3.025749055508996E14
0.7000000000000001,18.79762504835715,118108.9615137086,2.5865067447973066E-17,1.9331092060971324E16
0.7000000000000001,22.41394910542493,140830.99569507694,5.740118020058884E-17,8.710622294746316E15
0.7000000000000001,28.730794109664814-5.4639055840170605E-15i,180520.90341344776-3.433073128531249E-11i,-1.9017593329169573E-16,-2.629144452432316E15
0.7000000000000001,30.099213449340002,189118.9357025553,-1.1554912700784863E-17,-4.327163804240924E16
0.7000000000000001,32.55482840074279,204548.0194852998,9.103441182792737E-17,5.492428521920882E15
0.7000000000000001,39.59248500439118,248766.92005431876,-5.867021383872581E-17,-8.522211992859151E15
0.7000000000000001,41.431451393203545,260321.48664890174,-5.284483236985373E-17,-9.461663091304152E15
0.7000000000000001,57.103933113368946,358794.59352008556,-7.251502302027741E-17,-6.895122957627481E15
0.7000000000000001,61.01199178002041,383349.6503139859,5.6290343385634945E-18,8.8825182069789584E16
